# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Ex4_003789	Ex4_003789	Ex4_003789-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003790	Ex4_003790	Ex4_003790-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003791	Ex4_003791	Ex4_003791-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003792	Ex4_003792	Ex4_003792-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_003793	Ex4_003793	Ex4_003793-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003794	Ex4_003794	Ex4_003794-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003798	Ex4_003798	Ex4_003798-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003799	Ex4_003799	Ex4_003799-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003800	Ex4_003800	Ex4_003800-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003801	Ex4_003801	Ex4_003801-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003802	Ex4_003802	Ex4_003802-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_003916	Ex4_003916	Ex4_003916-T1	protein_coding	0	1	0	0	0	1	0	0	1	0	0	0	0
Ex4_003917	Ex4_003917	Ex4_003917-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003918	Ex4_003918	Ex4_003918-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003980	Ex4_003980	Ex4_003980-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_003981	Ex4_003981	Ex4_003981-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_003982	Ex4_003982	Ex4_003982-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004003	Ex4_004003	Ex4_004003-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004004	Ex4_004004	Ex4_004004-T1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0
Ex4_004005	Ex4_004005	Ex4_004005-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004006	Ex4_004006	Ex4_004006-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004027	Ex4_004027	Ex4_004027-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004028	Ex4_004028	Ex4_004028-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004029	Ex4_004029	Ex4_004029-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004030	Ex4_004030	Ex4_004030-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004031	Ex4_004031	Ex4_004031-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004035	Ex4_004035	Ex4_004035-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004036	Ex4_004036	Ex4_004036-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004037	Ex4_004037	Ex4_004037-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004038	Ex4_004038	Ex4_004038-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004039	Ex4_004039	Ex4_004039-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004101	Ex4_004101	Ex4_004101-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004102	Ex4_004102	Ex4_004102-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004103	Ex4_004103	Ex4_004103-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004105	Ex4_004105	Ex4_004105-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004106	Ex4_004106	Ex4_004106-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004107	Ex4_004107	Ex4_004107-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004108	Ex4_004108	Ex4_004108-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004109	Ex4_004109	Ex4_004109-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004110	Ex4_004110	Ex4_004110-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004128	Ex4_004128	Ex4_004128-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004129	Ex4_004129	Ex4_004129-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004130	Ex4_004130	Ex4_004130-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004131	Ex4_004131	Ex4_004131-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004132	Ex4_004132	Ex4_004132-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004179	Ex4_004179	Ex4_004179-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004180	Ex4_004180	Ex4_004180-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004181	Ex4_004181	Ex4_004181-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004182	Ex4_004182	Ex4_004182-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004261	Ex4_004261	Ex4_004261-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004262	Ex4_004262	Ex4_004262-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004263	Ex4_004263	Ex4_004263-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004264	Ex4_004264	Ex4_004264-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004280	Ex4_004280	Ex4_004280-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004281	Ex4_004281	Ex4_004281-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004282	Ex4_004282	Ex4_004282-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004286	Ex4_004286	Ex4_004286-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004287	Ex4_004287	Ex4_004287-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004288	Ex4_004288	Ex4_004288-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004289	Ex4_004289	Ex4_004289-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004347	Ex4_004347	Ex4_004347-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004348	Ex4_004348	Ex4_004348-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004349	Ex4_004349	Ex4_004349-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004350	Ex4_004350	Ex4_004350-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004351	Ex4_004351	Ex4_004351-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004352	Ex4_004352	Ex4_004352-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004353	Ex4_004353	Ex4_004353-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004363	Ex4_004363	Ex4_004363-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004364	Ex4_004364	Ex4_004364-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004365	Ex4_004365	Ex4_004365-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004366	Ex4_004366	Ex4_004366-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004367	Ex4_004367	Ex4_004367-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004382	Ex4_004382	Ex4_004382-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004383	Ex4_004383	Ex4_004383-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004384	Ex4_004384	Ex4_004384-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004385	Ex4_004385	Ex4_004385-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004386	Ex4_004386	Ex4_004386-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004410	Ex4_004410	Ex4_004410-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004411	Ex4_004411	Ex4_004411-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004412	Ex4_004412	Ex4_004412-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004413	Ex4_004413	Ex4_004413-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004425	Ex4_004425	Ex4_004425-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004426	Ex4_004426	Ex4_004426-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004427	Ex4_004427	Ex4_004427-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004428	Ex4_004428	Ex4_004428-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004434	Ex4_004434	Ex4_004434-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004435	Ex4_004435	Ex4_004435-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004436	Ex4_004436	Ex4_004436-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004437	Ex4_004437	Ex4_004437-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004438	Ex4_004438	Ex4_004438-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_004439	Ex4_004439	Ex4_004439-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_004440	Ex4_004440	Ex4_004440-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004441	Ex4_004441	Ex4_004441-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004442	Ex4_004442	Ex4_004442-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004450	Ex4_004450	Ex4_004450-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004451	Ex4_004451	Ex4_004451-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004452	Ex4_004452	Ex4_004452-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004453	Ex4_004453	Ex4_004453-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004454	Ex4_004454	Ex4_004454-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_004455	Ex4_004455	Ex4_004455-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004456	Ex4_004456	Ex4_004456-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004568	Ex4_004568	Ex4_004568-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004569	Ex4_004569	Ex4_004569-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004580	Ex4_004580	Ex4_004580-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004581	Ex4_004581	Ex4_004581-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004582	Ex4_004582	Ex4_004582-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004583	Ex4_004583	Ex4_004583-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004584	Ex4_004584	Ex4_004584-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004680	Ex4_004680	Ex4_004680-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004681	Ex4_004681	Ex4_004681-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004682	Ex4_004682	Ex4_004682-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004683	Ex4_004683	Ex4_004683-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004725	Ex4_004725	Ex4_004725-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004726	Ex4_004726	Ex4_004726-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004735	Ex4_004735	Ex4_004735-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004736	Ex4_004736	Ex4_004736-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004737	Ex4_004737	Ex4_004737-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004815	Ex4_004815	Ex4_004815-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004816	Ex4_004816	Ex4_004816-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004817	Ex4_004817	Ex4_004817-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004828	Ex4_004828	Ex4_004828-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004829	Ex4_004829	Ex4_004829-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004830	Ex4_004830	Ex4_004830-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004831	Ex4_004831	Ex4_004831-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004857	Ex4_004857	Ex4_004857-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004858	Ex4_004858	Ex4_004858-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004859	Ex4_004859	Ex4_004859-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004861	Ex4_004861	Ex4_004861-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004872	Ex4_004872	Ex4_004872-T1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
Ex4_004873	Ex4_004873	Ex4_004873-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3
Ex4_004874	Ex4_004874	Ex4_004874-T1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
Ex4_004875	Ex4_004875	Ex4_004875-T1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
Ex4_004879	Ex4_004879	Ex4_004879-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004880	Ex4_004880	Ex4_004880-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004891	Ex4_004891	Ex4_004891-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004892	Ex4_004892	Ex4_004892-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004893	Ex4_004893	Ex4_004893-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004907	Ex4_004907	Ex4_004907-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004908	Ex4_004908	Ex4_004908-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004909	Ex4_004909	Ex4_004909-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004922	Ex4_004922	Ex4_004922-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004923	Ex4_004923	Ex4_004923-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004924	Ex4_004924	Ex4_004924-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004976	Ex4_004976	Ex4_004976-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004977	Ex4_004977	Ex4_004977-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004978	Ex4_004978	Ex4_004978-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_004979	Ex4_004979	Ex4_004979-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_004991	Ex4_004991	Ex4_004991-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004992	Ex4_004992	Ex4_004992-T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
Ex4_004993	Ex4_004993	Ex4_004993-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_004994	Ex4_004994	Ex4_004994-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005001	Ex4_005001	Ex4_005001-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005002	Ex4_005002	Ex4_005002-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005003	Ex4_005003	Ex4_005003-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005004	Ex4_005004	Ex4_005004-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005005	Ex4_005005	Ex4_005005-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005006	Ex4_005006	Ex4_005006-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005016	Ex4_005016	Ex4_005016-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005017	Ex4_005017	Ex4_005017-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005018	Ex4_005018	Ex4_005018-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0
Ex4_005019	Ex4_005019	Ex4_005019-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005022	Ex4_005022	Ex4_005022-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005023	Ex4_005023	Ex4_005023-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005024	Ex4_005024	Ex4_005024-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005025	Ex4_005025	Ex4_005025-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005028	Ex4_005028	Ex4_005028-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005029	Ex4_005029	Ex4_005029-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005030	Ex4_005030	Ex4_005030-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005031	Ex4_005031	Ex4_005031-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005032	Ex4_005032	Ex4_005032-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005033	Ex4_005033	Ex4_005033-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005034	Ex4_005034	Ex4_005034-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005120	Ex4_005120	Ex4_005120-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005121	Ex4_005121	Ex4_005121-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005122	Ex4_005122	Ex4_005122-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_005123	Ex4_005123	Ex4_005123-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005124	Ex4_005124	Ex4_005124-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005125	Ex4_005125	Ex4_005125-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005126	Ex4_005126	Ex4_005126-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005169	Ex4_005169	Ex4_005169-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005170	Ex4_005170	Ex4_005170-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005171	Ex4_005171	Ex4_005171-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005172	Ex4_005172	Ex4_005172-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005188	Ex4_005188	Ex4_005188-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005189	Ex4_005189	Ex4_005189-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0
Ex4_005190	Ex4_005190	Ex4_005190-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005194	Ex4_005194	Ex4_005194-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005195	Ex4_005195	Ex4_005195-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005196	Ex4_005196	Ex4_005196-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005197	Ex4_005197	Ex4_005197-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005198	Ex4_005198	Ex4_005198-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005204	Ex4_005204	Ex4_005204-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005205	Ex4_005205	Ex4_005205-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005206	Ex4_005206	Ex4_005206-T1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0
Ex4_005207	Ex4_005207	Ex4_005207-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005208	Ex4_005208	Ex4_005208-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005231	Ex4_005231	Ex4_005231-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005232	Ex4_005232	Ex4_005232-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005233	Ex4_005233	Ex4_005233-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005234	Ex4_005234	Ex4_005234-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005266	Ex4_005266	Ex4_005266-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005267	Ex4_005267	Ex4_005267-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005268	Ex4_005268	Ex4_005268-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005269	Ex4_005269	Ex4_005269-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005274	Ex4_005274	Ex4_005274-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005282	Ex4_005282	Ex4_005282-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005283	Ex4_005283	Ex4_005283-T1	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0
Ex4_005284	Ex4_005284	Ex4_005284-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005285	Ex4_005285	Ex4_005285-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005290	Ex4_005290	Ex4_005290-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005291	Ex4_005291	Ex4_005291-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005292	Ex4_005292	Ex4_005292-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005293	Ex4_005293	Ex4_005293-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_005294	Ex4_005294	Ex4_005294-T1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
Ex4_005295	Ex4_005295	Ex4_005295-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005296	Ex4_005296	Ex4_005296-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005297	Ex4_005297	Ex4_005297-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005390	Ex4_005390	Ex4_005390-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005391	Ex4_005391	Ex4_005391-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005392	Ex4_005392	Ex4_005392-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005393	Ex4_005393	Ex4_005393-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005394	Ex4_005394	Ex4_005394-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005412	Ex4_005412	Ex4_005412-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005413	Ex4_005413	Ex4_005413-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005414	Ex4_005414	Ex4_005414-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005415	Ex4_005415	Ex4_005415-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005416	Ex4_005416	Ex4_005416-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005417	Ex4_005417	Ex4_005417-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005419	Ex4_005419	Ex4_005419-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005420	Ex4_005420	Ex4_005420-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005421	Ex4_005421	Ex4_005421-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
Ex4_005465	Ex4_005465	Ex4_005465-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
Ex4_005466	Ex4_005466	Ex4_005466-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
